Название	Цена	Система размораживания холодильной камеры	Количество камер	Количество дверей	Инверторный компрессор	Размеры (Ширина)	Размеры (Высота)	Размеры (Глубина)	Тип_Винный шкаф	Тип_Холодильная витрина	Тип_Холодильник	Расположение морозильной камеры_отсутствует	Расположение морозильной камеры_сбоку	Расположение морозильной камеры_сверху	Расположение морозильной камеры_слева	Расположение морозильной камеры_снизу	Класс энергопотребления_A	Класс энергопотребления_A+	Класс энергопотребления_A++	Класс энергопотребления_B	Класс энергопотребления_C	Класс энергопотребления_E	Класс энергопотребления_F	Класс энергопотребления_G
Холодильник двухкамерный Hyundai CS6503FV No Frost, Side by Side, инверторный белое стекло	0.18517081430007584	No Frost	0.3333333333333333	0.2	1.0	0.8751660026560424	0.7838541666666666	0.7970980299634304	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный Sharp SJ-EX93PSL Hybrid Cooling, French Door, инверторный серебристый	0.37212296513166015	No Frost	0.6666666666666666	0.6	1.0	0.849933598937583	0.7526041666666666	0.8254099327592309	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный MAUNFELD MFF83W DeFrost, белый	0.03853683486481243	ручное	0.0	0.0	0.0	0.2948207171314741	0.2895833333333333	0.44437890763241716	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный MAUNFELD MFF50W DeFrost, белый	0.025291451348348294	ручное	0.0	0.0	0.0	0.28950863213811423	0.11510416666666667	0.44437890763241716	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный MAUNFELD MFF200NFW белый	0.14164270974796733	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8984375	0.6744131178482954	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный MAUNFELD MFF200NFB черный	0.14102541491031587	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8984375	0.6744131178482954	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный MAUNFELD MFF185SFSB Smart Frost, черный	0.11289440730877087	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8229166666666666	0.6189689748731863	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный MAUNFELD MFF185NFW белый	0.12762129843559852	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8203125	0.6661554795328536	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный MAUNFELD MFF185NFB черный	0.13345914390024516	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8203125	0.6661554795328536	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный MAUNFELD MFF1857NFW инверторный белый	0.16428861179209509	No Frost	0.3333333333333333	0.2	1.0	0.5989375830013279	0.8229166666666666	0.7463725374542881	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный MAUNFELD MFF1857NFSB инверторный черный	0.1495969946559904	No Frost	0.3333333333333333	0.2	1.0	0.5989375830013279	0.8229166666666666	0.7463725374542881	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный MAUNFELD MFF177NFW Side by Side, инверторный белый	0.20980969682004974	No Frost	0.3333333333333333	0.2	1.0	0.8764940239043825	0.7786458333333334	0.7475522000707798	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный MAUNFELD MFF177NFSB Side by Side, инверторный черный	0.18823965149297164	No Frost	0.3333333333333333	0.2	1.0	0.8764940239043825	0.7786458333333334	0.7475522000707798	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный MAUNFELD MFF177NFB Side by Side, инверторный черный	0.18753417167851286	No Frost	0.3333333333333333	0.2	1.0	0.8764940239043825	0.7786458333333334	0.7475522000707798	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный MAUNFELD MFF176SFSB Smart Frost, черный	0.10150090830526111	капельное	0.3333333333333333	0.2	0.0	0.3824701195219124	0.7734375	0.5658841571310606	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный MAUNFELD MFF144SFW Smart Frost, белый	0.07079489938094147	ручное	0.3333333333333333	0.2	0.0	0.3824701195219124	0.6067708333333334	0.5658841571310606	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный Sharp SJ-GX98PWH Hybrid Cooling, Side by Side, инверторный белый	0.47618123776433446	No Frost	0.6666666666666666	0.6	1.0	0.849933598937583	0.8098958333333334	0.8265895953757225	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный Sharp SJ-GX98PRD Hybrid Cooling, Side by Side, инверторный бордовый	0.47618123776433446	No Frost	0.6666666666666666	0.6	1.0	0.849933598937583	0.8098958333333334	0.8265895953757225	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Атлант ХМ-4625-141 нержавеющая сталь	0.07162383816293057	капельное	0.3333333333333333	0.2	0.0	0.4555112881806109	0.9338541666666668	0.6590775038339035	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный NORDFROST NR 506 B черный	0.02190514823894601	капельное	0.0	0.0	0.0	0.32934926958831345	0.13020833333333334	0.4833077739766427	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный STINOL STS 185 E бежевый	0.055538898393269726	капельное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8203125	0.6484605402854784	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный Hyundai CS6073FV No Frost, Side by Side, инверторный шампань стекло	0.19222561244466393	No Frost	0.6666666666666666	0.4	1.0	0.8751660026560424	0.8098958333333334	0.7735047776335967	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hyundai CS6503FV No Frost, Side by Side, инверторный черное стекло	0.1816434152277818	No Frost	0.3333333333333333	0.2	1.0	0.8751660026560424	0.7838541666666666	0.7970980299634304	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hyundai CS6503FV No Frost, Side by Side, инверторный нержавеющая сталь	0.17282491754704668	No Frost	0.3333333333333333	0.2	1.0	0.8751660026560424	0.7838541666666666	0.7970980299634304	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный Liebherr KBef 3730 нержавеющая сталь	0.0	капельное	0.0	0.0	0.0	0.46215139442231074	0.7161458333333334	0.7015453580276041	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный KRAFT BR 50I серебристый	0.01991216776309988	капельное	0.0	0.0	0.0	0.26162018592297476	0.12239583333333333	0.48448743659313437	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный Hyundai CM5005F Total No Frost, Side by Side, черное стекло	0.16488826963438508	No Frost	0.6666666666666666	0.6	0.0	0.7715803452855245	0.78125	0.6897487318626873	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hyundai CS5003F Total No Frost, Side by Side, черная сталь	0.15518792218557648	No Frost	0.3333333333333333	0.2	0.0	0.8751660026560424	0.7838541666666666	0.6673351421493453	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hyundai CS4505F Total No Frost, Side by Side, черная сталь	0.13843277659217976	No Frost	0.3333333333333333	0.2	0.0	0.7755644090305444	0.7838541666666666	0.6673351421493453	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный Бирюса Б-90 белый	0.02643785604684386	ручное	0.0	0.0	0.0	0.29216467463479423	0.2994791666666667	0.4479178954818922	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный NORDFROST NR 247 032 белый	0.03996543148909152	автоматическое	0.0	0.0	0.0	0.42231075697211157	0.4348958333333333	0.6602571664503952	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный NORDFROST NR 402 W белый	0.020476551614666924	ручное	0.0	0.0	0.0	0.32934926958831345	0.13020833333333334	0.4833077739766427	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Атлант XM-4621-141 нержавеющая сталь	0.06277006649147251	капельное	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8296875	0.6590775038339035	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko CSKW335M20W белый	0.054657048625196214	ручное	0.3333333333333333	0.2	0.0	0.3824701195219124	0.9036458333333334	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko CSKW310M20W белый	0.05289334908904919	ручное	0.3333333333333333	0.2	0.0	0.3824701195219124	0.8151041666666666	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST NRT 144 032 белый	0.0522936912467592	капельное	0.3333333333333333	0.2	0.0	0.42231075697211157	0.7786458333333334	0.6602571664503952	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST NRT 141 732 бежевый	0.04793735339247606	капельное	0.3333333333333333	0.2	0.0	0.4276228419654715	0.6369791666666668	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный TESLER RC-55 серебристый	0.021252579410571616	ручное	0.0	0.0	0.0	0.25630810092961487	0.11197916666666667	0.46561283472926746	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Винный шкаф однокамерный KitFort КТ-2401 вместимость: 6 бутылок, черный/серебристый	0.029965255119137904	ручное	0.0	0.0	0.0	0.017264276228419664	0.06770833333333333	0.5069010263064764	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Винный шкаф двухкамерный KitFort КТ-2405 вместимость: 12 бутылок, черный	0.049365950016755145	ручное	0.3333333333333333	0.0	0.0	0.11686586985391767	0.13489583333333333	0.5186976524713932	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Винный шкаф двухкамерный KitFort КТ-2406 вместимость: 21 бутылок, нержавеющая сталь	0.06347554630593132	ручное	0.3333333333333333	0.0	0.0	0.11686586985391767	0.2838541666666667	0.5186976524713932	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Винный шкаф двухкамерный KitFort КТ-2407 вместимость: 21 бутылок, черный	0.06523924584207834	ручное	0.3333333333333333	0.2	0.0	0.11686586985391767	0.2838541666666667	0.5186976524713932	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Indesit DS 4180 E бежевый	0.054657048625196214	капельное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8203125	0.6720537926153121	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Sharp SJ-XG55PMSL Hybrid Cooling, инверторный серебристый	0.28556059189756433	No Frost	0.3333333333333333	0.2	1.0	0.7543160690571049	0.8307291666666666	0.7900200542644804	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Sharp SJ-XG60PMSL Hybrid Cooling, инверторный серебристый	0.32273937811954356	No Frost	0.3333333333333333	0.2	1.0	0.8140770252324037	0.8307291666666666	0.7900200542644804	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Sharp SJ-XG60PMBK Hybrid Cooling, инверторный черный	0.3245030776556906	No Frost	0.3333333333333333	0.2	1.0	0.8140770252324037	0.8307291666666666	0.7900200542644804	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Sharp SJ-XG60PMBE Hybrid Cooling, инверторный бежевый	0.3245030776556906	No Frost	0.3333333333333333	0.2	1.0	0.8140770252324037	0.8307291666666666	0.7900200542644804	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Sharp SJ-XG55PMBK Hybrid Cooling, инверторный черный	0.30510238275807333	No Frost	0.3333333333333333	0.2	1.0	0.7543160690571049	0.8307291666666666	0.7900200542644804	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Indesit DS 4200 E бежевый	0.05818444769749025	капельное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8984375	0.6720537926153121	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Indesit DS 4160 E бежевый	0.05112964955290217	капельное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.7265625	0.6720537926153121	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный STINOL STN 200 D Total No Frost, белый	0.06647383551738126	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8984375	0.6720537926153121	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный Бирюса Б-111 белый	0.03276953738161167	капельное	0.0	0.0	0.0	0.30278884462151395	0.4947916666666667	0.6307656010381031	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный STINOL STD 167 белый	0.046896770666149314	капельное	0.0	0.0	0.0	0.46215139442231074	0.7265625	0.7015453580276041	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Бирюса Б-M120 серебристый	0.05047708072452777	капельное	0.3333333333333333	0.2	0.0	0.30278884462151395	0.7161458333333334	0.6307656010381031	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный Бирюса Б-M109 серый металлик	0.031023474840826116	ручное	0.0	0.0	0.0	0.30278884462151395	0.3072916666666667	0.6307656010381031	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильная витрина однокамерный Бирюса Б-310P белый	0.07317589375473994	ручное	0.0	0.0	0.0	0.4355909694555113	0.7994791666666666	0.6484605402854784	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Холодильная витрина однокамерный Бирюса Б-290 белый	0.06310516940334045	ручное	0.0	0.0	0.0	0.4355909694555113	0.6119791666666666	0.6484605402854784	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Бирюса Б-124 белый	0.042064233937106475	капельное	0.3333333333333333	0.2	0.0	0.30278884462151395	0.6796875	0.6307656010381031	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный STINOL STN 167 Total No Frost, белый	0.05642074816134323	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.7265625	0.6720537926153121	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный STINOL STN 185 Total No Frost, белый	0.060300887140866684	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8203125	0.6720537926153121	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный STINOL STS 200 белый	0.05448067867158151	капельное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8984375	0.6484605402854784	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Холодильник однокамерный Бирюса Б-107 белый	0.04178204201132295	ручное	0.0	0.0	0.0	0.30278884462151395	0.6119791666666666	0.6307656010381031	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный Бирюса Б-M10 серебристый	0.03784899204571509	ручное	0.0	0.0	0.0	0.4355909694555113	0.4921875	0.6484605402854784	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Sharp SJ-GV58ABK Hybrid Cooling, черный	0.14855641192966365	No Frost	0.3333333333333333	0.2	0.0	0.6215139442231076	0.7270833333333333	0.7428335496048131	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильная витрина однокамерный Бирюса Б-310 белый	0.06836099402105857	ручное	0.0	0.0	0.0	0.4355909694555113	0.7369791666666666	0.6484605402854784	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Винный шкаф однокамерный Liebherr Wkes 653 нержавеющая сталь	0.41750295419672306	капельное	0.0	0.0	0.0	0.22974767596281542	0.17552083333333335	0.4809484487436593	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный Liebherr T 1504 белый	0.06255842254713487	капельное	0.0	0.0	0.0	0.401062416998672	0.2994791666666667	0.6519995281349534	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный Liebherr T 1714 белый	0.06381064921779926	капельное	0.0	0.0	0.0	0.4634794156706508	0.2994791666666667	0.6578978412174118	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Бирюса Б-M153 серебристый металлик	0.04809608635072929	капельное	0.3333333333333333	0.2	0.0	0.4355909694555113	0.6119791666666666	0.6484605402854784	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Винный шкаф однокамерный Liebherr WKb 3212 Vinothek вместимость: 164 бутылок, черный	0.2960369671422776	ручное	0.0	0.0	0.0	0.46215139442231074	0.5598958333333334	0.7888403916479888	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный Бирюса Б-10 белый	0.035044709783241326	ручное	0.0	0.0	0.0	0.4355909694555113	0.4921875	0.6484605402854784	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный Бирюса Б-8 белый	0.03135857775269405	ручное	0.0	0.0	0.0	0.4355909694555113	0.2994791666666667	0.6484605402854784	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Бирюса Б-153 белый	0.04663221573572726	капельное	0.3333333333333333	0.2	0.0	0.4355909694555113	0.6119791666666666	0.6484605402854784	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный Бирюса Б-6 белый	0.04015943843806769	ручное	0.0	0.0	0.0	0.4355909694555113	0.6119791666666666	0.6484605402854784	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Атлант XM-6026-080 серебристый	0.07749695761830015	капельное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.9244791666666666	0.6602571664503952	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
